1	1	1	<heb> בראשית ברא אלהים את השמים ואת הארץ </heb>
1	1	2	<heb> והארץ היתה תהו ובהו וחשך עלפני תהום ורוח אלהים מרחפת עלפני המים </heb>
1	1	3	<heb> ויאמר אלהים יהי אור ויהיאור </heb>
1	1	4	<heb> וירא אלהים אתהאור כיטוב ויבדל אלהים בין האור ובין החשך </heb>
1	1	5	<heb> ויקרא אלהים לאור יום ולחשך קרא לילה ויהיערב ויהיבקר יום אחד פ </heb>
1	1	6	<heb> ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים </heb>
1	1	7	<heb> ויעש אלהים אתהרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהיכן </heb>
1	1	8	<heb> ויקרא אלהים לרקיע שמים ויהיערב ויהיבקר יום שני פ </heb>
1	1	9	<heb> ויאמר אלהים יקוו המים מתחת השמים אלמקום אחד ותראה היבשה ויהיכן </heb>
1	1	10	<heb> ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כיטוב </heb>
1	1	11	<heb> ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעובו עלהארץ ויהיכן </heb>
1	1	12	<heb> ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעובו למינהו וירא אלהים כיטוב </heb>
1	1	13	<heb> ויהיערב ויהיבקר יום שלישי פ </heb>
1	1	14	<heb> ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים </heb>
1	1	15	<heb> והיו למאורת ברקיע השמים להאיר עלהארץ ויהיכן </heb>
1	1	16	<heb> ויעש אלהים אתשני המארת הגדלים אתהמאור הגדל לממשלת היום ואתהמאור הקטן לממשלת הלילה ואת הכוכבים </heb>
1	1	17	<heb> ויתן אתם אלהים ברקיע השמים להאיר עלהארץ </heb>
1	1	18	<heb> ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כיטוב </heb>
1	1	19	<heb> ויהיערב ויהיבקר יום רביעי פ </heb>
1	1	20	<heb> ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף עלהארץ עלפני רקיע השמים </heb>
1	1	21	<heb> ויברא אלהים אתהתנינם הגדלים ואת כלנפש החיה הרמשת אשר שרצו המים למינהם ואת כלעוף כנף למינהו וירא אלהים כיטוב </heb>
1	1	22	<heb> ויברך אתם אלהים לאמר פרו ורבו ומלאו אתהמים בימים והעוף ירב בארץ </heb>
1	1	23	<heb> ויהיערב ויהיבקר יום חמישי פ </heb>
1	1	24	<heb> ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתוארץ למינה ויהיכן </heb>
1	1	25	<heb> ויעש אלהים אתחית הארץ למינה ואתהבהמה למינה ואת כלרמש האדמה למינהו וירא אלהים כיטוב </heb>
1	1	26	<heb> ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכלהארץ ובכלהרמש הרמש עלהארץ </heb>
1	1	27	<heb> ויברא אלהים אתהאדם בצלמו בצלם אלהים ברא אתו זכר ונקבה ברא אתם </heb>
1	1	28	<heb> ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו אתהארץ וכבשה ורדו בדגת הים ובעוף השמים ובכלחיה הרמשת עלהארץ </heb>
1	1	29	<heb> ויאמר אלהים הנה נתתי לכם אתכלעשב זרע זרע אשר עלפני כלהארץ ואתכלהעץ אשרבו פריעץ זרע זרע לכם יהיה לאכלה </heb>
1	1	30	<heb> ולכלחית הארץ ולכלעוף השמים ולכל רומש עלהארץ אשרבו נפש חיה אתכלירק עשב לאכלה ויהיכן </heb>
1	1	31	<heb> וירא אלהים אתכלאשר עשה והנהטוב מאד ויהיערב ויהיבקר יום הששי פ </heb>
1	2	1	<heb> ויכלו השמים והארץ וכלצבאם </heb>
1	2	2	<heb> ויכל אלהים ביום השביעי מלאכתו אשר עשה וישבת ביום השביעי מכלמלאכתו אשר עשה </heb>
1	2	3	<heb> ויברך אלהים אתיום השביעי ויקדש אתו כי בו שבת מכלמלאכתו אשרברא אלהים לעשות פ </heb>
1	2	4	<heb> אלה תולדות השמים והארץ בהבראם ביום עשות יהוה אלהים ארץ ושמים </heb>
1	2	5	<heb> וכל שיח השדה טרם יהיה בארץ וכלעשב השדה טרם יצמח כי לא המטיר יהוה אלהים עלהארץ ואדם אין לעבד אתהאדמה </heb>
