6	15	21	 <grk>Καβσεηλ και Εδραι και Ιαγουρ</grk> 
6	15	22	 <grk>και Κινα και Διμωνα και Αδαδα</grk> 
6	15	23	 <grk>και Κεδες και Ιθναζιφ</grk> 
6	15	24	 <grk>και Τελεμ και Βαλωθ</grk> 
6	15	25	 <grk>και πολις Ασερων αυτη Ασωρ</grk> 
6	15	26	 <grk>Αμαμ και Σαμαα και Μωλαδα</grk> 
6	15	27	 <grk>και Ασεργαδδα και Βαιθφαλεθ</grk> 
6	15	28	 <grk>και Ασαρσουλα και Βηρσαβεε και αι κωμαι αυτων και αι επαυλεις αυτων</grk> 
6	15	29	 <grk>Βααλα και Αυιμ και Ασεμ</grk> 
6	15	30	 <grk>και Ελθωδαδ και Χασιλ και Ερμα</grk> 
6	15	31	 <grk>και Σικελεγ και Μεδεβηνα και Σανσαννα</grk> 
6	15	32	 <grk>και Λαβωθ και Σελειμ και Ρεμμων πολεις εικοσι και εννεα και αι κωμαι αυτων</grk> 
6	15	33	 <grk>εν τη πεδινη Εσθαολ και Σαραα και Ασνα</grk> 
6	15	34	 <grk>και Ραμεν και Ζανω και Αδιαθαιμ και Ηναιμ</grk> 
6	15	35	 <grk>και Ιεριμουθ και Οδολλαμ και Νεμρα και Σωχω και Αζηκα</grk> 
6	15	36	 <grk>και Σαργαριμ και Γαδηρα και αι επαυλεις αυτης πολεις δεκα τεσσαρες και αι κωμαι αυτων</grk> 
6	15	37	 <grk>Σενναν και Αδασα και Μαγδαλγαδ</grk> 
6	15	38	 <grk>και Δαλααν και Μασφα και Ιεχθαηλ</grk> 
6	15	39	 <grk>και Λαχις και Βαζκαθ και Αγλων</grk> 
6	15	40	 <grk>και Χαββα και Λαμας και Χαθλως</grk> 
6	15	41	 <grk>και Γαδηρωθ και Βηθδαγων και Νωμα και Μακηδα πολεις δεκαεξ και αι κωμαι αυτων</grk> 
6	15	42	 <grk>Λεβνα και Αθερ</grk> 
6	15	43	 <grk>και Ιεφθα και Ασεννα και Νεσιβ</grk> 
